x,y,event,description,ordinalNum
-50.0,36.0,Shot,Jeff Petry Wrist Shot saved by Frederik Andersen,3rd
-45.0,-24.0,Shot,Alexander Romanov Wrist Shot saved by Frederik Andersen,3rd
-69.0,23.0,Shot,Nino Niederreiter Wrist Shot saved by Jake Allen,3rd
-59.0,-29.0,Shot,Vincent Trocheck Wrist Shot saved by Jake Allen,3rd
-54.0,37.0,Shot,Ian Cole Wrist Shot saved by Jake Allen,3rd
-40.0,28.0,Shot,Ben Chiarot Slap Shot saved by Frederik Andersen,3rd
-69.0,-15.0,Shot,Andrei Svechnikov Wrist Shot saved by Jake Allen,3rd
-67.0,-22.0,Shot,Josh Anderson Wrist Shot saved by Frederik Andersen,3rd
-83.0,7.0,Shot,Sebastian Aho Wrist Shot saved by Jake Allen,3rd
-71.0,6.0,Goal,"Jesperi Kotkaniemi (1) Tip-In, assists: Brady Skjei (1), Sebastian Aho (3)",3rd
-84.0,-8.0,Shot,Brendan Gallagher Backhand saved by Frederik Andersen,3rd
-33.0,37.0,Missed Shot,Jaccob Slavin Wide of Net Jake Allen,3rd
-80.0,1.0,Shot,Brady Skjei Tip-In saved by Jake Allen,3rd
-73.0,1.0,Missed Shot,Jordan Martinook Over Net Jake Allen,3rd
-71.0,42.0,Shot,Jordan Martinook Wrist Shot saved by Jake Allen,3rd
-62.0,-27.0,Shot,Tony DeAngelo Wrist Shot saved by Jake Allen,3rd
-68.0,28.0,Missed Shot,Nick Suzuki Wide of Net Frederik Andersen,3rd
-75.0,-2.0,Missed Shot,Jordan Staal Over Net Jake Allen,3rd
-44.0,12.0,Shot,Brady Skjei Wrist Shot saved by Jake Allen,3rd
-78.0,42.0,Shot,Andrei Svechnikov Backhand saved by Jake Allen,3rd
-68.0,11.0,Shot,Teuvo Teravainen Wrist Shot saved by Jake Allen,3rd
-80.0,2.0,Shot,Jonathan Drouin Backhand saved by Frederik Andersen,3rd
-63.0,-19.0,Shot,Cole Caufield Wrist Shot saved by Frederik Andersen,3rd
-82.0,-7.0,Shot,Brendan Gallagher Backhand saved by Frederik Andersen,3rd
-69.0,1.0,Shot,Brendan Gallagher Tip-In saved by Frederik Andersen,3rd
-80.0,2.0,Shot,Tyler Toffoli Backhand saved by Frederik Andersen,3rd
-82.0,2.0,Missed Shot,Brendan Gallagher Wide of Net Frederik Andersen,3rd
-55.0,34.0,Shot,Christian Dvorak Wrist Shot saved by Frederik Andersen,3rd
-76.0,-30.0,Missed Shot,Sebastian Aho Wide of Net,3rd
-27.0,5.0,Goal,"Sebastian Aho (2) Wrist Shot, assists: Teuvo Teravainen (3), Vincent Trocheck (2)",3rd
-31.0,37.0,Missed Shot,Artturi Lehkonen Wide of Net Frederik Andersen,3rd
-66.0,15.0,Shot,Logan Couture Wrist Shot saved by Matt Murray,1st
-84.0,-26.0,Shot,Jacob Middleton Wrist Shot saved by Matt Murray,1st
-36.0,-30.0,Shot,Matt Nieto Snap Shot saved by Matt Murray,1st
-44.0,-38.0,Missed Shot,Marc-Edouard Vlasic Wide of Net Matt Murray,1st
-45.0,21.0,Missed Shot,Zach Sanford Wide of Net James Reimer,1st
-41.0,24.0,Missed Shot,Thomas Chabot Wide of Net James Reimer,1st
-65.0,-13.0,Shot,Tim Stützle Wrist Shot saved by James Reimer,1st
-65.0,-32.0,Missed Shot,Tim Stützle Over Net James Reimer,1st
-53.0,-25.0,Shot,Logan Couture Snap Shot saved by Matt Murray,1st
-39.0,20.0,Missed Shot,Nick Holden Wide of Net James Reimer,1st
-37.0,-20.0,Shot,Jacob Middleton Slap Shot saved by Matt Murray,1st
-39.0,7.0,Missed Shot,Marc-Edouard Vlasic Wide of Net Matt Murray,1st
-72.0,13.0,Goal,"Drake Batherson (1) Snap Shot, assists: Brady Tkachuk (1), Artem Zub (2)",1st
-67.0,10.0,Shot,Tim Stützle Wrist Shot saved by James Reimer,1st
-75.0,2.0,Shot,Logan Shaw Backhand saved by James Reimer,1st
-82.0,-9.0,Shot,Andrew Cogliano Wrist Shot saved by Matt Murray,1st
-83.0,4.0,Missed Shot,Tomas Hertl Wide of Net Matt Murray,1st
-62.0,5.0,Shot,Nick Paul Wrist Shot saved by James Reimer,1st
-66.0,1.0,Shot,Nick Paul Wrist Shot saved by James Reimer,1st
-76.0,15.0,Shot,Nick Paul Wrist Shot saved by James Reimer,1st
-33.0,-5.0,Missed Shot,Mario Ferraro Wide of Net Matt Murray,1st
-79.0,-4.0,Shot,Tomas Hertl Wrist Shot saved by Matt Murray,1st
-78.0,-28.0,Shot,Matt Nieto Wrist Shot saved by Matt Murray,1st
-39.0,12.0,Missed Shot,Thomas Chabot Wide of Net James Reimer,1st
-71.0,-2.0,Missed Shot,Nick Holden Wide of Net James Reimer,1st
-44.0,-2.0,Shot,Michael Del Zotto Wrist Shot saved by James Reimer,2nd
-81.0,-4.0,Shot,Nick Paul Tip-In saved by James Reimer,2nd
-83.0,8.0,Goal,"Logan Couture (1) Backhand, assists: Brent Burns (3), Timo Meier (4)",2nd
-83.0,17.0,Shot,Tim Stützle Backhand saved by James Reimer,2nd
-47.0,-37.0,Shot,Thomas Chabot Wrist Shot saved by James Reimer,2nd
-80.0,-13.0,Shot,Jonathan Dahlen Wrist Shot saved by Matt Murray,2nd
-58.0,15.0,Shot,Matt Nieto Wrist Shot saved by Matt Murray,2nd
-51.0,-1.0,Missed Shot,Nick Holden Wide of Net James Reimer,2nd
-33.0,-36.0,Missed Shot,Thomas Chabot Wide of Net James Reimer,2nd
-89.0,28.0,Shot,Josh Brown Wrist Shot saved by James Reimer,2nd
-77.0,11.0,Shot,Nick Paul Backhand saved by James Reimer,2nd
-87.0,22.0,Missed Shot,Connor Brown Wide of Net James Reimer,2nd
-76.0,-7.0,Shot,Josh Norris Wrist Shot saved by James Reimer,2nd
-52.0,2.0,Shot,Drake Batherson Snap Shot saved by James Reimer,2nd
-54.0,36.0,Shot,Logan Shaw Wrist Shot saved by James Reimer,2nd
-70.0,6.0,Missed Shot,Chris Tierney Wide of Net James Reimer,2nd
-76.0,-8.0,Shot,Matt Nieto Wrist Shot saved by Matt Murray,2nd
-44.0,33.0,Missed Shot,Andrew Cogliano Wide of Net Matt Murray,2nd
-67.0,-1.0,Shot,Nick Paul Tip-In saved by James Reimer,2nd
-40.0,29.0,Shot,Logan Couture Wrist Shot saved by Matt Murray,2nd
-79.0,3.0,Shot,Nick Bonino Wrist Shot saved by Matt Murray,2nd
-46.0,-1.0,Shot,William Eklund Wrist Shot saved by Matt Murray,2nd
-43.0,25.0,Goal,"Kevin Labanc (2) Slap Shot, assists: Erik Karlsson (4), William Eklund (3)",2nd
-81.0,4.0,Shot,Brady Tkachuk Tip-In saved by James Reimer,2nd
-58.0,12.0,Shot,Rudolfs Balcers Wrist Shot saved by Matt Murray,2nd
-75.0,0.0,Missed Shot,Tyler Ennis Wide of Net James Reimer,2nd
-62.0,36.0,Shot,Logan Shaw Wrist Shot saved by James Reimer,2nd
-61.0,12.0,Shot,Timo Meier Snap Shot saved by Matt Murray,2nd
-35.0,9.0,Shot,Erik Karlsson Wrist Shot saved by Matt Murray,2nd
-65.0,0.0,Shot,Andrew Cogliano Wrist Shot saved by Matt Murray,2nd
-70.0,-29.0,Missed Shot,Timo Meier Wide of Net Matt Murray,2nd
-17.0,-35.0,Shot,Josh Norris Wrist Shot saved by James Reimer,2nd
-70.0,9.0,Missed Shot,Josh Norris Hit Crossbar James Reimer,3rd
-58.0,-27.0,Missed Shot,Artem Zub Wide of Net James Reimer,3rd
-56.0,17.0,Shot,Brady Tkachuk Wrist Shot saved by James Reimer,3rd
-76.0,-4.0,Missed Shot,Brady Tkachuk Wide of Net James Reimer,3rd
-4.0,18.0,Shot,Thomas Chabot Wrist Shot saved by James Reimer,3rd
-79.0,-2.0,Missed Shot,Logan Shaw Wide of Net James Reimer,3rd
-45.0,-28.0,Shot,Timo Meier Wrist Shot saved by Matt Murray,3rd
-37.0,20.0,Missed Shot,Nick Holden Wide of Net James Reimer,3rd
-37.0,6.0,Shot,Tim Stützle Wrist Shot saved by James Reimer,3rd
-40.0,-3.0,Shot,Nikita Zaitsev Wrist Shot saved by James Reimer,3rd
-32.0,30.0,Missed Shot,Mario Ferraro Wide of Net Matt Murray,3rd
-54.0,0.0,Shot,Thomas Chabot Wrist Shot saved by James Reimer,3rd
-34.0,24.0,Shot,Artem Zub Wrist Shot saved by James Reimer,3rd
-63.0,-29.0,Shot,Thomas Chabot Slap Shot saved by James Reimer,3rd
-62.0,20.0,Shot,Brady Tkachuk Wrist Shot saved by James Reimer,3rd
-78.0,-3.0,Missed Shot,Brady Tkachuk Wide of Net James Reimer,3rd
-60.0,24.0,Shot,Zach Sanford Wrist Shot saved by James Reimer,3rd
-69.0,2.0,Shot,Marc-Edouard Vlasic Wrist Shot saved by Matt Murray,3rd
-81.0,-2.0,Shot,Tomas Hertl Wrist Shot saved by Matt Murray,3rd
-39.0,-30.0,Missed Shot,Josh Brown Wide of Net James Reimer,3rd
-73.0,34.0,Shot,Nick Holden Wrist Shot saved by James Reimer,3rd
-37.0,0.0,Shot,Thomas Chabot Slap Shot saved by James Reimer,3rd
-45.0,7.0,Missed Shot,Nick Holden Over Net James Reimer,3rd
-32.0,-4.0,Missed Shot,Erik Karlsson Wide of Net Matt Murray,3rd
-36.0,28.0,Missed Shot,Michael Del Zotto Wide of Net James Reimer,3rd
-67.0,-35.0,Shot,Timo Meier Wrist Shot saved by Matt Murray,3rd
-48.0,-9.0,Missed Shot,Drake Batherson Wide of Net James Reimer,3rd
-54.0,0.0,Shot,Michael Rasmussen Backhand saved by Jacob Markstrom,1st
-43.0,-14.0,Shot,Tyler Bertuzzi Slap Shot saved by Jacob Markstrom,1st
-31.0,32.0,Shot,Filip Hronek Wrist Shot saved by Jacob Markstrom,1st
-78.0,-13.0,Shot,Filip Zadina Wrist Shot saved by Jacob Markstrom,1st
-32.0,-6.0,Missed Shot,Nick Leddy Wide of Net Jacob Markstrom,1st
-75.0,-21.0,Shot,Lucas Raymond Wrist Shot saved by Jacob Markstrom,1st
-36.0,-20.0,Missed Shot,Erik Gudbranson Over Net Alex Nedeljkovic,1st
-64.0,-26.0,Shot,Elias Lindholm Snap Shot saved by Alex Nedeljkovic,1st
-36.0,32.0,Shot,Oliver Kylington Wrist Shot saved by Alex Nedeljkovic,1st
-39.0,-6.0,Missed Shot,Moritz Seider Wide of Net Jacob Markstrom,1st
-84.0,6.0,Shot,Blake Coleman Wrap-around saved by Alex Nedeljkovic,1st
-79.0,-1.0,Shot,Lucas Raymond Wrist Shot saved by Jacob Markstrom,1st
-62.0,-13.0,Missed Shot,Tyler Pitlick Wide of Net Alex Nedeljkovic,1st
-35.0,18.0,Shot,Oliver Kylington Wrist Shot saved by Alex Nedeljkovic,1st
-72.0,-27.0,Shot,Erik Gudbranson Wrist Shot saved by Alex Nedeljkovic,1st
-60.0,-1.0,Goal,"Elias Lindholm (3) Snap Shot, assists: Johnny Gaudreau (3), Erik Gudbranson (1)",1st
-36.0,32.0,Shot,Sam Gagner Wrist Shot saved by Jacob Markstrom,1st
-40.0,-22.0,Missed Shot,Nick Leddy Wide of Net Jacob Markstrom,1st
-73.0,-16.0,Shot,Mitchell Stephens Wrist Shot saved by Jacob Markstrom,1st
-78.0,-4.0,Shot,Brett Ritchie Tip-In saved by Alex Nedeljkovic,1st
-79.0,-2.0,Shot,Trevor Lewis Tip-In saved by Alex Nedeljkovic,1st
-41.0,-15.0,Shot,Erik Gudbranson Wrist Shot saved by Alex Nedeljkovic,1st
-78.0,6.0,Goal,"Andrew Mangiapane (2) Backhand, assists: Erik Gudbranson (2), Dillon Dube (2)",1st
-47.0,5.0,Shot,Pius Suter Wrist Shot saved by Jacob Markstrom,1st
-78.0,-14.0,Missed Shot,Mikael Backlund Over Net Alex Nedeljkovic,1st
-38.0,-30.0,Shot,Brett Ritchie Wrist Shot saved by Alex Nedeljkovic,1st
-47.0,21.0,Shot,Dylan Larkin Wrist Shot saved by Jacob Markstrom,1st
-18.0,-32.0,Shot,Lucas Raymond Wrist Shot saved by Jacob Markstrom,1st
-49.0,8.0,Shot,Lucas Raymond Wrist Shot saved by Jacob Markstrom,1st
-69.0,15.0,Missed Shot,Noah Hanifin Over Net Alex Nedeljkovic,2nd
-45.0,25.0,Shot,Robby Fabbri Wrist Shot saved by Jacob Markstrom,2nd
-76.0,-16.0,Shot,Moritz Seider Wrist Shot saved by Jacob Markstrom,2nd
-62.0,31.0,Missed Shot,Moritz Seider Wide of Net Jacob Markstrom,2nd
-61.0,18.0,Shot,Nick Leddy Wrist Shot saved by Jacob Markstrom,2nd
-61.0,-1.0,Shot,Moritz Seider Wrist Shot saved by Jacob Markstrom,2nd
-56.0,-30.0,Missed Shot,Blake Coleman Wide of Net Alex Nedeljkovic,2nd
-86.0,-17.0,Shot,Tyler Bertuzzi Wrist Shot saved by Jacob Markstrom,2nd
-34.0,-11.0,Shot,Gustav Lindstrom Wrist Shot saved by Jacob Markstrom,2nd
-32.0,26.0,Shot,Trevor Lewis Wrist Shot saved by Alex Nedeljkovic,2nd
-84.0,-6.0,Shot,Michael Rasmussen Wrist Shot saved by Jacob Markstrom,2nd
-82.0,-15.0,Shot,Adam Erne Wrist Shot saved by Jacob Markstrom,2nd
-76.0,-5.0,Shot,Filip Zadina Wrist Shot saved by Jacob Markstrom,2nd
-62.0,2.0,Missed Shot,Mitchell Stephens Wide of Net Jacob Markstrom,2nd
-81.0,-6.0,Shot,Blake Coleman Tip-In saved by Alex Nedeljkovic,2nd
-56.0,21.0,Shot,Adam Erne Wrist Shot saved by Jacob Markstrom,2nd
-53.0,24.0,Shot,Filip Zadina Wrist Shot saved by Jacob Markstrom,2nd
-53.0,-33.0,Missed Shot,Robby Fabbri Over Net Jacob Markstrom,2nd
-84.0,-12.0,Shot,Robby Fabbri Wrist Shot saved by Jacob Markstrom,2nd
-37.0,23.0,Shot,Christopher Tanev Wrist Shot saved by Alex Nedeljkovic,2nd
-81.0,6.0,Shot,Matthew Tkachuk Wrist Shot saved by Alex Nedeljkovic,2nd
-46.0,-13.0,Shot,Marc Staal Wrist Shot saved by Jacob Markstrom,2nd
-9.0,-29.0,Shot,Dylan Larkin Wrist Shot saved by Jacob Markstrom,2nd
-72.0,10.0,Shot,Mikael Backlund Tip-In saved by Alex Nedeljkovic,3rd
-43.0,35.0,Shot,Blake Coleman Wrist Shot saved by Alex Nedeljkovic,3rd
-78.0,-5.0,Shot,Dillon Dube Wrist Shot saved by Alex Nedeljkovic,3rd
-84.0,27.0,Missed Shot,Sam Gagner Wide of Net Jacob Markstrom,3rd
-35.0,26.0,Shot,Noah Hanifin Slap Shot saved by Alex Nedeljkovic,3rd
-52.0,28.0,Missed Shot,Danny DeKeyser Wide of Net Jacob Markstrom,3rd
-70.0,14.0,Missed Shot,Matthew Tkachuk Wide of Net Alex Nedeljkovic,3rd
-87.0,-13.0,Missed Shot,Johnny Gaudreau Wide of Net Alex Nedeljkovic,3rd
-49.0,-28.0,Shot,Rasmus Andersson Slap Shot saved by Alex Nedeljkovic,3rd
-78.0,18.0,Missed Shot,Filip Zadina Wide of Net Jacob Markstrom,3rd
-45.0,-26.0,Shot,Danny DeKeyser Slap Shot saved by Jacob Markstrom,3rd
-50.0,-6.0,Shot,Sean Monahan Wrist Shot saved by Alex Nedeljkovic,3rd
-46.0,36.0,Shot,Brett Ritchie Backhand saved by Alex Nedeljkovic,3rd
-58.0,-20.0,Shot,Oliver Kylington Wrist Shot saved by Alex Nedeljkovic,3rd
-56.0,1.0,Shot,Johnny Gaudreau Wrist Shot saved by Alex Nedeljkovic,3rd
-38.0,-36.0,Shot,Erik Gudbranson Wrist Shot saved by Alex Nedeljkovic,3rd
-73.0,-4.0,Missed Shot,Michael Rasmussen Wide of Net Jacob Markstrom,3rd
-22.0,-39.0,Shot,Erik Gudbranson Wrist Shot saved by Alex Nedeljkovic,3rd
-82.0,17.0,Missed Shot,Pius Suter Wide of Net Jacob Markstrom,3rd
-39.0,35.0,Shot,Gustav Lindstrom Wrist Shot saved by Jacob Markstrom,3rd
-89.0,25.0,Shot,Mitchell Stephens Wrist Shot saved by Jacob Markstrom,3rd
-49.0,22.0,Shot,Gustav Lindstrom Wrist Shot saved by Jacob Markstrom,3rd
-66.0,-27.0,Shot,Mitchell Stephens Wrist Shot saved by Jacob Markstrom,3rd
-66.0,32.0,Shot,Givani Smith Slap Shot saved by Jacob Markstrom,3rd
-56.0,20.0,Shot,Oliver Kylington Wrist Shot saved by Alex Nedeljkovic,3rd
-13.0,-27.0,Shot,Rasmus Andersson Wrist Shot saved by Alex Nedeljkovic,3rd
-51.0,-14.0,Shot,Lucas Raymond Wrist Shot saved by Jacob Markstrom,3rd
-48.0,-11.0,Goal,"Matthew Tkachuk (1) Wrist Shot, assists: Johnny Gaudreau (4)",3rd
-52.0,-6.0,Missed Shot,Filip Zadina Wide of Net Jacob Markstrom,3rd
-76.0,-15.0,Missed Shot,Mitchell Stephens Wide of Net Jacob Markstrom,3rd
-65.0,-16.0,Shot,Andre Burakovsky Tip-In saved by Sergei Bobrovsky,1st
-68.0,-28.0,Shot,Mason Marchment Wrist Shot saved by Jonas Johansson,1st
-59.0,30.0,Shot,Jack Johnson Wrist Shot saved by Sergei Bobrovsky,1st
-75.0,8.0,Shot,Logan O'Connor Wrist Shot saved by Sergei Bobrovsky,1st
-36.0,-28.0,Shot,Cale Makar Slap Shot saved by Sergei Bobrovsky,1st
-35.0,31.0,Shot,Jack Johnson Wrist Shot saved by Sergei Bobrovsky,1st
-81.0,8.0,Shot,Eetu Luostarinen Wrist Shot saved by Jonas Johansson,1st
-80.0,-5.0,Shot,Eetu Luostarinen Wrist Shot saved by Jonas Johansson,1st
-67.0,14.0,Missed Shot,Anton Lundell Wide of Net Jonas Johansson,1st
-76.0,2.0,Shot,J.T. Compher Backhand saved by Sergei Bobrovsky,1st
-95.0,9.0,Shot,Sampo Ranta Wrap-around saved by Sergei Bobrovsky,1st
-47.0,21.0,Missed Shot,Nathan MacKinnon Wide of Net Sergei Bobrovsky,1st
-72.0,-13.0,Shot,Tyson Jost Tip-In saved by Sergei Bobrovsky,1st
-75.0,1.0,Goal,"Sam Reinhart (1) Wrist Shot, assists: Mason Marchment (2), Anton Lundell (2)",1st
-41.0,-27.0,Shot,MacKenzie Weegar Slap Shot saved by Jonas Johansson,1st
-52.0,-26.0,Missed Shot,Eetu Luostarinen Over Net Jonas Johansson,1st
-33.0,-14.0,Missed Shot,Aaron Ekblad Goalpost Jonas Johansson,1st
-80.0,-7.0,Shot,Owen Tippett Wrist Shot saved by Jonas Johansson,1st
-53.0,17.0,Shot,Logan O'Connor Wrist Shot saved by Sergei Bobrovsky,1st
-84.0,-12.0,Shot,Darren Helm Wrist Shot saved by Sergei Bobrovsky,1st
-72.0,6.0,Goal,"Mikko Rantanen (2) Wrist Shot, assists: Samuel Girard (2), Nathan MacKinnon (2)",1st
-12.0,33.0,Missed Shot,Darren Helm Wide of Net Sergei Bobrovsky,1st
-33.0,-22.0,Missed Shot,Aaron Ekblad Wide of Net Jonas Johansson,2nd
-35.0,29.0,Shot,Aaron Ekblad Slap Shot saved by Jonas Johansson,2nd
-63.0,17.0,Shot,Andre Burakovsky Slap Shot saved by Sergei Bobrovsky,2nd
-44.0,23.0,Shot,Mason Marchment Snap Shot saved by Jonas Johansson,2nd
-70.0,-22.0,Shot,Brandon Montour Snap Shot saved by Jonas Johansson,2nd
-45.0,27.0,Shot,Cale Makar Wrist Shot saved by Sergei Bobrovsky,2nd
-29.0,36.0,Shot,Tyson Jost Backhand saved by Sergei Bobrovsky,2nd
-37.0,27.0,Shot,Aaron Ekblad Slap Shot saved by Jonas Johansson,2nd
-58.0,4.0,Shot,Aleksander Barkov Snap Shot saved by Jonas Johansson,2nd
-77.0,-14.0,Shot,Aleksander Barkov Snap Shot saved by Jonas Johansson,2nd
-61.0,20.0,Shot,Andre Burakovsky Wrist Shot saved by Sergei Bobrovsky,2nd
-79.0,-6.0,Shot,Aleksander Barkov Wrist Shot saved by Jonas Johansson,2nd
-46.0,19.0,Missed Shot,Nazem Kadri Wide of Net Sergei Bobrovsky,2nd
-69.0,-8.0,Missed Shot,J.T. Compher Wide of Net Sergei Bobrovsky,2nd
-76.0,-6.0,Shot,Patric Hornqvist Tip-In saved by Jonas Johansson,2nd
-42.0,14.0,Shot,Sam Bennett Wrist Shot saved by Jonas Johansson,2nd
-34.0,19.0,Shot,Gustav Forsling Wrist Shot saved by Jonas Johansson,2nd
-60.0,19.0,Missed Shot,Mikhail Maltsev Wide of Net Sergei Bobrovsky,2nd
-45.0,31.0,Shot,Nazem Kadri Wrist Shot saved by Sergei Bobrovsky,2nd
-55.0,-19.0,Shot,Nazem Kadri Wrist Shot saved by Sergei Bobrovsky,2nd
-53.0,-22.0,Missed Shot,Sam Bennett Wide of Net Jonas Johansson,2nd
-60.0,-18.0,Shot,Aleksander Barkov Wrist Shot saved by Jonas Johansson,2nd
-58.0,-28.0,Missed Shot,Aleksander Barkov Wide of Net Jonas Johansson,2nd
-47.0,1.0,Goal,"Sam Bennett (4) Wrist Shot, assists: Aaron Ekblad (2), Jonathan Huberdeau (3)",2nd
-61.0,17.0,Missed Shot,Nathan MacKinnon Wide of Net Sergei Bobrovsky,2nd
-73.0,19.0,Shot,Tyson Jost Wrist Shot saved by Sergei Bobrovsky,2nd
-35.0,-24.0,Missed Shot,Brandon Montour Wide of Net Jonas Johansson,2nd
-64.0,15.0,Shot,Mikko Rantanen Wrist Shot saved by Sergei Bobrovsky,2nd
-64.0,15.0,Shot,Gabriel Landeskog Wrist Shot saved by Sergei Bobrovsky,2nd
-71.0,-1.0,Shot,Gabriel Landeskog Wrist Shot saved by Sergei Bobrovsky,2nd
-81.0,31.0,Shot,Sam Reinhart Wrist Shot saved by Jonas Johansson,2nd
-41.0,27.0,Shot,Anton Lundell Slap Shot saved by Jonas Johansson,2nd
-34.0,23.0,Shot,Kevin Connauton Slap Shot saved by Jonas Johansson,2nd
-84.0,-7.0,Shot,Logan O'Connor Wrap-around saved by Sergei Bobrovsky,2nd
-13.0,35.0,Shot,Radko Gudas Wrist Shot saved by Jonas Johansson,2nd
-55.0,23.0,Shot,Mikhail Maltsev Wrist Shot saved by Sergei Bobrovsky,2nd
-73.0,-14.0,Shot,Sam Reinhart Wrist Shot saved by Jonas Johansson,2nd
-66.0,-3.0,Shot,Sam Bennett Wrist Shot saved by Jonas Johansson,2nd
-79.0,5.0,Shot,Brandon Montour Backhand saved by Jonas Johansson,2nd
-80.0,5.0,Shot,Brandon Montour Tip-In saved by Jonas Johansson,2nd
-35.0,-20.0,Shot,Aaron Ekblad Slap Shot saved by Jonas Johansson,2nd
-69.0,11.0,Goal,"Carter Verhaeghe (3) Wrist Shot, assists: none",2nd
-74.0,7.0,Shot,Patric Hornqvist Backhand saved by Jonas Johansson,2nd
-42.0,27.0,Missed Shot,Radko Gudas Wide of Net Jonas Johansson,3rd
-70.0,-14.0,Shot,Mikhail Maltsev Wrist Shot saved by Sergei Bobrovsky,3rd
-48.0,-1.0,Shot,J.T. Compher Wrist Shot saved by Sergei Bobrovsky,3rd
-48.0,-24.0,Shot,Ryan Murray Slap Shot saved by Sergei Bobrovsky,3rd
-77.0,-13.0,Missed Shot,Anton Lundell Wide of Net Jonas Johansson,3rd
-37.0,-2.0,Shot,Samuel Girard Slap Shot saved by Sergei Bobrovsky,3rd
-40.0,0.0,Shot,Aaron Ekblad Slap Shot saved by Jonas Johansson,3rd
-59.0,6.0,Shot,Jonathan Huberdeau Snap Shot saved by Jonas Johansson,3rd
-33.0,-5.0,Shot,J.T. Compher Wrist Shot saved by Sergei Bobrovsky,3rd
-78.0,1.0,Shot,Aleksander Barkov Backhand saved by Jonas Johansson,3rd
-20.0,-3.0,Shot,Eetu Luostarinen Tip-In saved by Jonas Johansson,3rd
-68.0,15.0,Shot,Nazem Kadri Wrist Shot saved by Sergei Bobrovsky,3rd
-34.0,33.0,Shot,Aaron Ekblad Slap Shot saved by Jonas Johansson,3rd
-56.0,-25.0,Shot,Frank Vatrano Wrist Shot saved by Jonas Johansson,3rd
-60.0,11.0,Shot,Darren Helm Slap Shot saved by Sergei Bobrovsky,3rd
-75.0,8.0,Shot,J.T. Compher Wrap-around saved by Sergei Bobrovsky,3rd
-75.0,-3.0,Shot,Sam Bennett Tip-In saved by Jonas Johansson,3rd
-48.0,-24.0,Goal,"Anton Lundell (2) Wrist Shot, assists: Mason Marchment (3), Radko Gudas (2)",3rd
-49.0,27.0,Missed Shot,Eetu Luostarinen Wide of Net Jonas Johansson,3rd
-39.0,-20.0,Shot,Frank Vatrano Slap Shot saved by Jonas Johansson,3rd
-47.0,-17.0,Shot,Dougie Hamilton Slap Shot saved by Vitek Vanecek,1st
-48.0,-32.0,Shot,Dmitry Orlov Wrist Shot saved by Scott Wedgewood,1st
-77.0,-1.0,Missed Shot,Mason Geertsen Wide of Net Vitek Vanecek,1st
-50.0,-23.0,Missed Shot,Carl Hagelin Wide of Net Scott Wedgewood,1st
-78.0,6.0,Shot,Michael McLeod Backhand saved by Vitek Vanecek,1st
-61.0,-25.0,Shot,Yegor Sharangovich Snap Shot saved by Vitek Vanecek,1st
-78.0,-4.0,Goal,"Anthony Mantha (2) Backhand, assists: Daniel Sprong (1), Trevor van Riemsdyk (3)",1st
-65.0,-28.0,Shot,P.K. Subban Slap Shot saved by Vitek Vanecek,1st
-40.0,-17.0,Shot,P.K. Subban Slap Shot saved by Vitek Vanecek,1st
-60.0,27.0,Shot,Tom Wilson Snap Shot saved by Scott Wedgewood,1st
-75.0,-22.0,Shot,Yegor Sharangovich Snap Shot saved by Vitek Vanecek,1st
-53.0,1.0,Shot,Alex Ovechkin Slap Shot saved by Scott Wedgewood,1st
-83.0,-25.0,Shot,Conor Sheary Wrist Shot saved by Scott Wedgewood,1st
-66.0,10.0,Shot,Alex Ovechkin Snap Shot saved by Scott Wedgewood,1st
-63.0,14.0,Missed Shot,Alex Ovechkin Wide of Net Scott Wedgewood,1st
-53.0,4.0,Shot,Alex Ovechkin Slap Shot saved by Scott Wedgewood,1st
-75.0,6.0,Goal,"Dmitry Orlov (1) Backhand, assists: Alex Ovechkin (3), Evgeny Kuznetsov (5)",1st
-83.0,-19.0,Shot,Dmitry Orlov Snap Shot saved by Scott Wedgewood,1st
-64.0,2.0,Shot,T.J. Oshie Slap Shot saved by Scott Wedgewood,1st
-50.0,-26.0,Shot,Garnet Hathaway Wrist Shot saved by Scott Wedgewood,1st
-83.0,-6.0,Shot,Connor McMichael Snap Shot saved by Scott Wedgewood,1st
-34.0,-29.0,Missed Shot,Nick Jensen Wide of Net Scott Wedgewood,1st
-76.0,1.0,Missed Shot,Garnet Hathaway Over Net Scott Wedgewood,1st
-39.0,25.0,Shot,Jonas Siegenthaler Slap Shot saved by Vitek Vanecek,1st
-66.0,-5.0,Shot,Connor McMichael Snap Shot saved by Scott Wedgewood,1st
-11.0,-34.0,Shot,Christian Jaros Wrist Shot saved by Vitek Vanecek,1st
-72.0,-4.0,Shot,Jimmy Vesey Wrist Shot saved by Vitek Vanecek,2nd
-57.0,-35.0,Shot,Garnet Hathaway Snap Shot saved by Scott Wedgewood,2nd
-63.0,23.0,Shot,Janne Kuokkanen Snap Shot saved by Vitek Vanecek,2nd
-73.0,-13.0,Shot,Garnet Hathaway Snap Shot saved by Scott Wedgewood,2nd
-50.0,15.0,Missed Shot,Conor Sheary Over Net Scott Wedgewood,2nd
-80.0,-8.0,Missed Shot,Conor Sheary Wide of Net Scott Wedgewood,2nd
-51.0,15.0,Shot,John Carlson Snap Shot saved by Scott Wedgewood,2nd
