x,y,event,description,ordinalNum
-68.0,-29.0,Goal,Anze Kopitar (8) Snap Shot, assists: Kale Clague (5), Adrian Kempe (4),2nd
-52.0,3.0,Shot,Mikey Anderson Wrist Shot saved by Filip Gustavsson,2nd
-70.0,28.0,Missed Shot,Dustin Brown Over Net Filip Gustavsson,3rd
-69.0,-10.0,Shot,Phillip Danault Wrist Shot saved by Filip Gustavsson,3rd
-77.0,12.0,Shot,Phillip Danault Wrist Shot saved by Filip Gustavsson,3rd
-42.0,32.0,Shot,Mikey Anderson Wrist Shot saved by Filip Gustavsson,3rd
-82.0,-6.0,Shot,Tobias Bjornfot Deflected saved by Filip Gustavsson,3rd
-86.0,-7.0,Shot,Andreas Athanasiou Wrist Shot saved by Filip Gustavsson,3rd
-53.0,1.0,Shot,Adrian Kempe Wrist Shot saved by Filip Gustavsson,3rd
-6.0,18.0,Shot,Brendan Lemieux Backhand saved by Filip Gustavsson,3rd
-60.0,-13.0,Goal,Andreas Athanasiou (2) Tip-In, assists: Alexander Edler (4), Phillip Danault (6),3rd
-74.0,-14.0,Shot,Adrian Kempe Wrist Shot saved by Connor Hellebuyck,1st
-54.0,1.0,Shot,Anze Kopitar Wrist Shot saved by Connor Hellebuyck,1st
-69.0,-24.0,Goal,Carl Grundstrom (3) Snap Shot, assists: Trevor Moore (1),1st
-48.0,4.0,Shot,Phillip Danault Wrist Shot saved by Connor Hellebuyck,1st
-54.0,0.0,Shot,Matt Roy Snap Shot saved by Connor Hellebuyck,1st
-44.0,20.0,Missed Shot,Alexander Edler Wide of Net Connor Hellebuyck,1st
-52.0,-17.0,Shot,Matt Roy Snap Shot saved by Connor Hellebuyck,1st
-83.0,14.0,Shot,Dustin Brown Wrist Shot saved by Connor Hellebuyck,1st
-75.0,3.0,Missed Shot,Andreas Athanasiou Wide of Net Connor Hellebuyck,1st
-69.0,-1.0,Shot,Phillip Danault Tip-In saved by Connor Hellebuyck,1st
-47.0,-1.0,Missed Shot,Andreas Athanasiou Wide of Net Connor Hellebuyck,1st
-81.0,27.0,Shot,Blake Lizotte Wrist Shot saved by Connor Hellebuyck,1st
-69.0,-1.0,Shot,Alex Iafallo Wrist Shot saved by Connor Hellebuyck,1st
-45.0,-1.0,Shot,Olli Maatta Snap Shot saved by Connor Hellebuyck,1st
-63.0,-1.0,Shot,Trevor Moore Snap Shot saved by Connor Hellebuyck,1st
-38.0,-30.0,Shot,Matt Roy Wrist Shot saved by Connor Hellebuyck,1st
-56.0,7.0,Missed Shot,Phillip Danault Over Net Connor Hellebuyck,1st
-61.0,6.0,Missed Shot,Dustin Brown Wide of Net Connor Hellebuyck,1st
-78.0,-7.0,Shot,Trevor Moore Backhand saved by Connor Hellebuyck,1st
-52.0,-3.0,Shot,Adrian Kempe Wrist Shot saved by Connor Hellebuyck,2nd
-20.0,2.0,Shot,Phillip Danault Tip-In saved by Connor Hellebuyck,2nd
-57.0,16.0,Shot,Carl Grundstrom Wrist Shot saved by Connor Hellebuyck,2nd
-65.0,24.0,Shot,Adrian Kempe Wrist Shot saved by Connor Hellebuyck,2nd
-58.0,-31.0,Shot,Dustin Brown Wrist Shot saved by Connor Hellebuyck,2nd
-63.0,-29.0,Shot,Adrian Kempe Wrist Shot saved by Connor Hellebuyck,2nd
-40.0,14.0,Missed Shot,Trevor Moore Wide of Net Connor Hellebuyck,2nd
-4.0,27.0,Shot,Arthur Kaliyev Backhand saved by Connor Hellebuyck,2nd
-61.0,10.0,Shot,Blake Lizotte Wrist Shot saved by Connor Hellebuyck,2nd
-78.0,-2.0,Goal,Brendan Lemieux (2) Wrist Shot, assists: Blake Lizotte (3), Olli Maatta (2),2nd
-59.0,11.0,Shot,Dustin Brown Wrist Shot saved by Connor Hellebuyck,2nd
-61.0,26.0,Missed Shot,Alex Iafallo Wide of Net Connor Hellebuyck,2nd
-81.0,9.0,Missed Shot,Rasmus Kupari Wide of Net Connor Hellebuyck,3rd
-53.0,-27.0,Shot,Olli Maatta Wrist Shot saved by Connor Hellebuyck,3rd
-34.0,-18.0,Shot,Kale Clague Wrist Shot saved by Connor Hellebuyck,3rd
-75.0,22.0,Missed Shot,Adrian Kempe Wide of Net Connor Hellebuyck,3rd
-76.0,-1.0,Missed Shot,Adrian Kempe Wide of Net Connor Hellebuyck,3rd
-80.0,4.0,Shot,Rasmus Kupari Wrist Shot saved by Connor Hellebuyck,3rd
-72.0,-2.0,Missed Shot,Alex Iafallo Wide of Net Connor Hellebuyck,3rd
-61.0,23.0,Shot,Adrian Kempe Wrist Shot saved by Connor Hellebuyck,3rd
-69.0,-22.0,Shot,Anze Kopitar Wrist Shot saved by Connor Hellebuyck,OT
-67.0,39.0,Shot,Dustin Brown Wrist Shot saved by Ilya Samsonov,1st
-64.0,38.0,Shot,Arthur Kaliyev Backhand saved by Ilya Samsonov,1st
-82.0,6.0,Missed Shot,Phillip Danault Wide of Net Ilya Samsonov,1st
-48.0,2.0,Missed Shot,Andreas Athanasiou Wide of Net Ilya Samsonov,1st
-51.0,-10.0,Shot,Rasmus Kupari Snap Shot saved by Ilya Samsonov,1st
-58.0,21.0,Shot,Andreas Athanasiou Slap Shot saved by Ilya Samsonov,1st
-57.0,-12.0,Shot,Viktor Arvidsson Snap Shot saved by Ilya Samsonov,1st
-31.0,31.0,Shot,Matt Roy Slap Shot saved by Ilya Samsonov,1st
-50.0,-31.0,Shot,Phillip Danault Snap Shot saved by Ilya Samsonov,1st
-37.0,22.0,Shot,Adrian Kempe Slap Shot saved by Ilya Samsonov,1st
-90.0,10.0,Shot,Viktor Arvidsson Wrist Shot saved by Ilya Samsonov,1st
-37.0,18.0,Shot,Matt Roy Slap Shot saved by Ilya Samsonov,1st
-51.0,-19.0,Shot,Arthur Kaliyev Wrist Shot saved by Ilya Samsonov,1st
-80.0,-4.0,Shot,Phillip Danault Backhand saved by Ilya Samsonov,1st
-72.0,-36.0,Missed Shot,Viktor Arvidsson Wide of Net Ilya Samsonov,1st
-38.0,0.0,Shot,Olli Maatta Wrist Shot saved by Ilya Samsonov,1st
-19.0,-2.0,Shot,Tobias Bjornfot Tip-In saved by Ilya Samsonov,1st
-74.0,-20.0,Missed Shot,Phillip Danault Wide of Net Ilya Samsonov,2nd
-81.0,-11.0,Shot,Trevor Moore Wrist Shot saved by Ilya Samsonov,2nd
-39.0,-27.0,Missed Shot,Matt Roy Wide of Net Ilya Samsonov,2nd
-38.0,-20.0,Shot,Matt Roy Wrist Shot saved by Ilya Samsonov,2nd
-81.0,-5.0,Shot,Trevor Moore Snap Shot saved by Ilya Samsonov,2nd
-35.0,-27.0,Shot,Matt Roy Wrist Shot saved by Ilya Samsonov,2nd
-82.0,-6.0,Shot,Trevor Moore Backhand saved by Ilya Samsonov,2nd
-61.0,-7.0,Shot,Adrian Kempe Snap Shot saved by Ilya Samsonov,2nd
-83.0,14.0,Shot,Alex Iafallo Wrist Shot saved by Ilya Samsonov,2nd
-90.0,-31.0,Shot,Tobias Bjornfot Wrist Shot saved by Ilya Samsonov,3rd
-73.0,-2.0,Missed Shot,Blake Lizotte Wide of Net Ilya Samsonov,3rd
-79.0,-8.0,Shot,Adrian Kempe Wrist Shot saved by Ilya Samsonov,3rd
-81.0,5.0,Shot,Viktor Arvidsson Wrist Shot saved by Ilya Samsonov,3rd
-83.0,7.0,Shot,Viktor Arvidsson Wrist Shot saved by Ilya Samsonov,3rd
-48.0,-35.0,Missed Shot,Mikey Anderson Wide of Net Ilya Samsonov,3rd
-86.0,-10.0,Shot,Arthur Kaliyev Wrist Shot saved by Ilya Samsonov,3rd
-55.0,-9.0,Missed Shot,Phillip Danault Wide of Net Ilya Samsonov,3rd
-58.0,-8.0,Shot,Tobias Bjornfot Wrist Shot saved by Ilya Samsonov,3rd
-81.0,32.0,Shot,Andreas Athanasiou Wrist Shot saved by Ilya Samsonov,3rd
-48.0,-31.0,Shot,Adrian Kempe Wrist Shot saved by Ilya Samsonov,3rd
-61.0,-29.0,Shot,Adrian Kempe Wrist Shot saved by Ilya Samsonov,3rd
-42.0,-30.0,Shot,Tobias Bjornfot Wrist Shot saved by Ilya Samsonov,3rd
-32.0,1.0,Shot,Kale Clague Slap Shot saved by Ilya Samsonov,3rd
-77.0,2.0,Shot,Arthur Kaliyev Wrist Shot saved by Ilya Samsonov,3rd
-39.0,23.0,Shot,Adrian Kempe Slap Shot saved by Ilya Samsonov,3rd
-77.0,-19.0,Missed Shot,Viktor Arvidsson Wide of Net Ilya Samsonov,3rd
