x,y,event,description,ordinalNum
58.0,-15.0,Shot,Shayne Gostisbehere Wrist Shot saved by Alex Nedeljkovic,2nd
75.0,-1.0,Missed Shot,Hudson Fasching Wide of Net Alex Nedeljkovic,2nd
52.0,6.0,Shot,Clayton Keller Wrist Shot saved by Alex Nedeljkovic,2nd
50.0,32.0,Missed Shot,Lawson Crouse Wide of Net Alex Nedeljkovic,2nd
77.0,-13.0,Shot,Ryan Dzingel Wrist Shot saved by Alex Nedeljkovic,2nd
45.0,1.0,Missed Shot,Cam Dineen Wide of Net Alex Nedeljkovic,2nd
51.0,29.0,Shot,Jakob Chychrun Wrist Shot saved by Alex Nedeljkovic,3rd
77.0,27.0,Shot,Shayne Gostisbehere Wrist Shot saved by Alex Nedeljkovic,3rd
41.0,-15.0,Missed Shot,Barrett Hayton Wide of Net Alex Nedeljkovic,3rd
44.0,-29.0,Shot,Shayne Gostisbehere Snap Shot saved by Alex Nedeljkovic,3rd
49.0,22.0,Shot,Jakob Chychrun Slap Shot saved by Alex Nedeljkovic,3rd
69.0,22.0,Shot,Barrett Hayton Wrist Shot saved by Alex Nedeljkovic,3rd
44.0,1.0,Missed Shot,Clayton Keller Wide of Net Alex Nedeljkovic,3rd
62.0,-25.0,Shot,Jakob Chychrun Wrist Shot saved by Alex Nedeljkovic,3rd
76.0,-22.0,Shot,Clayton Keller Slap Shot saved by Alex Nedeljkovic,3rd
39.0,-29.0,Shot,Shayne Gostisbehere Snap Shot saved by Alex Nedeljkovic,3rd
76.0,26.0,Shot,Alex Galchenyuk Wrist Shot saved by Alex Nedeljkovic,3rd
70.0,13.0,Goal,"Ryan Dzingel (2) Tip-In, assists: Cam Dineen (1), Lawson Crouse (5)",3rd
42.0,29.0,Shot,Shayne Gostisbehere Slap Shot saved by Alex Nedeljkovic,3rd
60.0,-31.0,Shot,Ilya Lyubushkin Wrist Shot saved by Alex Nedeljkovic,3rd
80.0,20.0,Shot,Clayton Keller Wrist Shot saved by Alex Nedeljkovic,3rd
80.0,-19.0,Shot,Clayton Keller Wrist Shot saved by Alex Nedeljkovic,OT
79.0,5.0,Goal,"Clayton Keller (4) Wrist Shot, assists: Jakob Chychrun (3), Phil Kessel (6)",OT
